Text,Label,Unigrams,Bigrams,Trigrams,Agreement_Count,Disagreement_Count,Modal_Verbs,Negations
Skeleton Subspace Deformation (SSD) is a basic algorithm that is used to define how the character surface deforms following movements of its underlying skeletons,background_claim,s_k_e_l_e_t_o_n s_u_b_s_p_a_c_e d_e_f_o_r_m_a_t_i_o_n s_s_d b_a_s_i_c a_l_g_o_r_i_t_h_m d_e_f_i_n_e c_h_a_r_a_c_t_e_r s_u_r_f_a_c_e d_e_f_o_r_m_s f_o_l_l_o_w_i_n_g m_o_v_e_m_e_n_t_s u_n_d_e_r_l_y_i_n_g s_k_e_l_e_t_o_n_s,s_k_e_l_e_t_o_n_ _s_u_b_s_p_a_c_e s_u_b_s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _s_s_d s_s_d_ _b_a_s_i_c b_a_s_i_c_ _a_l_g_o_r_i_t_h_m a_l_g_o_r_i_t_h_m_ _d_e_f_i_n_e d_e_f_i_n_e_ _c_h_a_r_a_c_t_e_r c_h_a_r_a_c_t_e_r_ _s_u_r_f_a_c_e s_u_r_f_a_c_e_ _d_e_f_o_r_m_s d_e_f_o_r_m_s_ _f_o_l_l_o_w_i_n_g f_o_l_l_o_w_i_n_g_ _m_o_v_e_m_e_n_t_s m_o_v_e_m_e_n_t_s_ _u_n_d_e_r_l_y_i_n_g u_n_d_e_r_l_y_i_n_g_ _s_k_e_l_e_t_o_n_s,s_k_e_l_e_t_o_n_ _s_u_b_s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n s_u_b_s_p_a_c_e_ _d_e_f_o_r_m_a_t_i_o_n_ _s_s_d d_e_f_o_r_m_a_t_i_o_n_ _s_s_d_ _b_a_s_i_c s_s_d_ _b_a_s_i_c_ _a_l_g_o_r_i_t_h_m b_a_s_i_c_ _a_l_g_o_r_i_t_h_m_ _d_e_f_i_n_e a_l_g_o_r_i_t_h_m_ _d_e_f_i_n_e_ _c_h_a_r_a_c_t_e_r d_e_f_i_n_e_ _c_h_a_r_a_c_t_e_r_ _s_u_r_f_a_c_e c_h_a_r_a_c_t_e_r_ _s_u_r_f_a_c_e_ _d_e_f_o_r_m_s s_u_r_f_a_c_e_ _d_e_f_o_r_m_s_ _f_o_l_l_o_w_i_n_g d_e_f_o_r_m_s_ _f_o_l_l_o_w_i_n_g_ _m_o_v_e_m_e_n_t_s f_o_l_l_o_w_i_n_g_ _m_o_v_e_m_e_n_t_s_ _u_n_d_e_r_l_y_i_n_g m_o_v_e_m_e_n_t_s_ _u_n_d_e_r_l_y_i_n_g_ _s_k_e_l_e_t_o_n_s,0,0,,
[ 11 ],data,1_1,,,0,0,,
SSD is adopted to define this relation,data,s_s_d a_d_o_p_t_e_d d_e_f_i_n_e r_e_l_a_t_i_o_n,s_s_d_ _a_d_o_p_t_e_d a_d_o_p_t_e_d_ _d_e_f_i_n_e d_e_f_i_n_e_ _r_e_l_a_t_i_o_n,s_s_d_ _a_d_o_p_t_e_d_ _d_e_f_i_n_e a_d_o_p_t_e_d_ _d_e_f_i_n_e_ _r_e_l_a_t_i_o_n,0,0,,
"each vertex or control point of the character surface is provided with a list of joints, that will influence it, along with the weight indicating the amount of influence",background_claim,v_e_r_t_e_x c_o_n_t_r_o_l p_o_i_n_t c_h_a_r_a_c_t_e_r s_u_r_f_a_c_e p_r_o_v_i_d_e_d l_i_s_t j_o_i_n_t_s i_n_f_l_u_e_n_c_e w_e_i_g_h_t i_n_d_i_c_a_t_i_n_g i_n_f_l_u_e_n_c_e,v_e_r_t_e_x_ _c_o_n_t_r_o_l c_o_n_t_r_o_l_ _p_o_i_n_t p_o_i_n_t_ _c_h_a_r_a_c_t_e_r c_h_a_r_a_c_t_e_r_ _s_u_r_f_a_c_e s_u_r_f_a_c_e_ _p_r_o_v_i_d_e_d p_r_o_v_i_d_e_d_ _l_i_s_t l_i_s_t_ _j_o_i_n_t_s j_o_i_n_t_s_ _i_n_f_l_u_e_n_c_e i_n_f_l_u_e_n_c_e_ _w_e_i_g_h_t w_e_i_g_h_t_ _i_n_d_i_c_a_t_i_n_g i_n_d_i_c_a_t_i_n_g_ _i_n_f_l_u_e_n_c_e,v_e_r_t_e_x_ _c_o_n_t_r_o_l_ _p_o_i_n_t c_o_n_t_r_o_l_ _p_o_i_n_t_ _c_h_a_r_a_c_t_e_r p_o_i_n_t_ _c_h_a_r_a_c_t_e_r_ _s_u_r_f_a_c_e c_h_a_r_a_c_t_e_r_ _s_u_r_f_a_c_e_ _p_r_o_v_i_d_e_d s_u_r_f_a_c_e_ _p_r_o_v_i_d_e_d_ _l_i_s_t p_r_o_v_i_d_e_d_ _l_i_s_t_ _j_o_i_n_t_s l_i_s_t_ _j_o_i_n_t_s_ _i_n_f_l_u_e_n_c_e j_o_i_n_t_s_ _i_n_f_l_u_e_n_c_e_ _w_e_i_g_h_t i_n_f_l_u_e_n_c_e_ _w_e_i_g_h_t_ _i_n_d_i_c_a_t_i_n_g w_e_i_g_h_t_ _i_n_d_i_c_a_t_i_n_g_ _i_n_f_l_u_e_n_c_e,0,0,will,
the position of a vertex in the animated pose is the result of weighted linear blending of its transformation by each associated joint,background_claim,p_o_s_i_t_i_o_n v_e_r_t_e_x a_n_i_m_a_t_e_d p_o_s_e r_e_s_u_l_t w_e_i_g_h_t_e_d l_i_n_e_a_r b_l_e_n_d_i_n_g t_r_a_n_s_f_o_r_m_a_t_i_o_n a_s_s_o_c_i_a_t_e_d j_o_i_n_t,p_o_s_i_t_i_o_n_ _v_e_r_t_e_x v_e_r_t_e_x_ _a_n_i_m_a_t_e_d a_n_i_m_a_t_e_d_ _p_o_s_e p_o_s_e_ _r_e_s_u_l_t r_e_s_u_l_t_ _w_e_i_g_h_t_e_d w_e_i_g_h_t_e_d_ _l_i_n_e_a_r l_i_n_e_a_r_ _b_l_e_n_d_i_n_g b_l_e_n_d_i_n_g_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _a_s_s_o_c_i_a_t_e_d a_s_s_o_c_i_a_t_e_d_ _j_o_i_n_t,p_o_s_i_t_i_o_n_ _v_e_r_t_e_x_ _a_n_i_m_a_t_e_d v_e_r_t_e_x_ _a_n_i_m_a_t_e_d_ _p_o_s_e a_n_i_m_a_t_e_d_ _p_o_s_e_ _r_e_s_u_l_t p_o_s_e_ _r_e_s_u_l_t_ _w_e_i_g_h_t_e_d r_e_s_u_l_t_ _w_e_i_g_h_t_e_d_ _l_i_n_e_a_r w_e_i_g_h_t_e_d_ _l_i_n_e_a_r_ _b_l_e_n_d_i_n_g l_i_n_e_a_r_ _b_l_e_n_d_i_n_g_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n b_l_e_n_d_i_n_g_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _a_s_s_o_c_i_a_t_e_d t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _a_s_s_o_c_i_a_t_e_d_ _j_o_i_n_t,0,0,,
the character is animated,data,c_h_a_r_a_c_t_e_r a_n_i_m_a_t_e_d,c_h_a_r_a_c_t_e_r_ _a_n_i_m_a_t_e_d,,0,0,,
The famous SSD problem of “collapsed elbow”,background_claim,f_a_m_o_u_s s_s_d p_r_o_b_l_e_m c_o_l_l_a_p_s_e_d e_l_b_o_w,f_a_m_o_u_s_ _s_s_d s_s_d_ _p_r_o_b_l_e_m p_r_o_b_l_e_m_ _c_o_l_l_a_p_s_e_d c_o_l_l_a_p_s_e_d_ _e_l_b_o_w,f_a_m_o_u_s_ _s_s_d_ _p_r_o_b_l_e_m s_s_d_ _p_r_o_b_l_e_m_ _c_o_l_l_a_p_s_e_d p_r_o_b_l_e_m_ _c_o_l_l_a_p_s_e_d_ _e_l_b_o_w,0,0,,
sculpted in N example poses,data,s_c_u_l_p_t_e_d n e_x_a_m_p_l_e p_o_s_e_s,s_c_u_l_p_t_e_d_ _n n_ _e_x_a_m_p_l_e e_x_a_m_p_l_e_ _p_o_s_e_s,s_c_u_l_p_t_e_d_ _n_ _e_x_a_m_p_l_e n_ _e_x_a_m_p_l_e_ _p_o_s_e_s,0,0,,
a vertex v,data,v_e_r_t_e_x v,v_e_r_t_e_x_ _v,,0,0,,
"there are N delta d i , i = 0, . . . , N − 1 corresponding to each pose x i , i = 0, . . . , N − 1",own_claim,n d_e_l_t_a d = 0 n − 1 c_o_r_r_e_s_p_o_n_d_i_n_g p_o_s_e x = 0 n − 1,n_ _d_e_l_t_a d_e_l_t_a_ _d d_ _= =_ _0 0_ _n n_ _− −_ _1 1_ _c_o_r_r_e_s_p_o_n_d_i_n_g c_o_r_r_e_s_p_o_n_d_i_n_g_ _p_o_s_e p_o_s_e_ _x x_ _= =_ _0 0_ _n n_ _− −_ _1,n_ _d_e_l_t_a_ _d d_e_l_t_a_ _d_ _= d_ _=_ _0 =_ _0_ _n 0_ _n_ _− n_ _−_ _1 −_ _1_ _c_o_r_r_e_s_p_o_n_d_i_n_g 1_ _c_o_r_r_e_s_p_o_n_d_i_n_g_ _p_o_s_e c_o_r_r_e_s_p_o_n_d_i_n_g_ _p_o_s_e_ _x p_o_s_e_ _x_ _= x_ _=_ _0 =_ _0_ _n 0_ _n_ _− n_ _−_ _1,0,0,,
SSD as the underlying skinning,own_claim,s_s_d u_n_d_e_r_l_y_i_n_g s_k_i_n_n_i_n_g,s_s_d_ _u_n_d_e_r_l_y_i_n_g u_n_d_e_r_l_y_i_n_g_ _s_k_i_n_n_i_n_g,s_s_d_ _u_n_d_e_r_l_y_i_n_g_ _s_k_i_n_n_i_n_g,0,0,,
an explicit form of basic skinning can help to simplify our task of explanation,own_claim,e_x_p_l_i_c_i_t f_o_r_m b_a_s_i_c s_k_i_n_n_i_n_g h_e_l_p s_i_m_p_l_i_f_y t_a_s_k e_x_p_l_a_n_a_t_i_o_n,e_x_p_l_i_c_i_t_ _f_o_r_m f_o_r_m_ _b_a_s_i_c b_a_s_i_c_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _h_e_l_p h_e_l_p_ _s_i_m_p_l_i_f_y s_i_m_p_l_i_f_y_ _t_a_s_k t_a_s_k_ _e_x_p_l_a_n_a_t_i_o_n,e_x_p_l_i_c_i_t_ _f_o_r_m_ _b_a_s_i_c f_o_r_m_ _b_a_s_i_c_ _s_k_i_n_n_i_n_g b_a_s_i_c_ _s_k_i_n_n_i_n_g_ _h_e_l_p s_k_i_n_n_i_n_g_ _h_e_l_p_ _s_i_m_p_l_i_f_y h_e_l_p_ _s_i_m_p_l_i_f_y_ _t_a_s_k s_i_m_p_l_i_f_y_ _t_a_s_k_ _e_x_p_l_a_n_a_t_i_o_n,0,0,can,
"in the rest pose, we didn’t generate any movement for v",data,r_e_s_t p_o_s_e g_e_n_e_r_a_t_e m_o_v_e_m_e_n_t v,r_e_s_t_ _p_o_s_e p_o_s_e_ _g_e_n_e_r_a_t_e g_e_n_e_r_a_t_e_ _m_o_v_e_m_e_n_t m_o_v_e_m_e_n_t_ _v,r_e_s_t_ _p_o_s_e_ _g_e_n_e_r_a_t_e p_o_s_e_ _g_e_n_e_r_a_t_e_ _m_o_v_e_m_e_n_t g_e_n_e_r_a_t_e_ _m_o_v_e_m_e_n_t_ _v,0,0,,n’t
"d 1 = [d 1x , d 1y ] = [0, 0]",own_claim,d 1 = d 1_x d 1_y = 0 0,d_ _1 1_ _= =_ _d d_ _1_x 1_x_ _d d_ _1_y 1_y_ _= =_ _0 0_ _0,d_ _1_ _= 1_ _=_ _d =_ _d_ _1_x d_ _1_x_ _d 1_x_ _d_ _1_y d_ _1_y_ _= 1_y_ _=_ _0 =_ _0_ _0,0,0,,
by solving above equation,data,s_o_l_v_i_n_g e_q_u_a_t_i_o_n,s_o_l_v_i_n_g_ _e_q_u_a_t_i_o_n,,0,0,,
i = j,data,= j,=_ _j,,0,0,,
φ i −1 j = 1,own_claim,φ −_1 j = 1,φ_ _−_1 −_1_ _j j_ _= =_ _1,φ_ _−_1_ _j −_1_ _j_ _= j_ _=_ _1,0,0,,
"this angle α p is a constant and depends only on the value of delta in the second pose d 2 = [d 2x , d 2y ]",own_claim,a_n_g_l_e α p c_o_n_s_t_a_n_t d_e_p_e_n_d_s v_a_l_u_e d_e_l_t_a s_e_c_o_n_d p_o_s_e d 2 = d 2_x d 2_y,a_n_g_l_e_ _α α_ _p p_ _c_o_n_s_t_a_n_t c_o_n_s_t_a_n_t_ _d_e_p_e_n_d_s d_e_p_e_n_d_s_ _v_a_l_u_e v_a_l_u_e_ _d_e_l_t_a d_e_l_t_a_ _s_e_c_o_n_d s_e_c_o_n_d_ _p_o_s_e p_o_s_e_ _d d_ _2 2_ _= =_ _d d_ _2_x 2_x_ _d d_ _2_y,a_n_g_l_e_ _α_ _p α_ _p_ _c_o_n_s_t_a_n_t p_ _c_o_n_s_t_a_n_t_ _d_e_p_e_n_d_s c_o_n_s_t_a_n_t_ _d_e_p_e_n_d_s_ _v_a_l_u_e d_e_p_e_n_d_s_ _v_a_l_u_e_ _d_e_l_t_a v_a_l_u_e_ _d_e_l_t_a_ _s_e_c_o_n_d d_e_l_t_a_ _s_e_c_o_n_d_ _p_o_s_e s_e_c_o_n_d_ _p_o_s_e_ _d p_o_s_e_ _d_ _2 d_ _2_ _= 2_ _=_ _d =_ _d_ _2_x d_ _2_x_ _d 2_x_ _d_ _2_y,0,0,,
tan α p = d d x y = ω ω 1x 1y φ φ (x (x − − x x 1 1 ) ) + + ω ω 2y 2x φ φ (x (x − − x x 2 2 ) ) = φ φ 12 12 −1 −1 d d 2x 2y φ φ (x (x − − x x 1 1 ) ) + + d d 2x 2y φ φ (x (x − − x x 2 2 ) ) = d 2y d 2x,own_claim,t_a_n α p = d d x y = ω ω 1_x 1_y φ φ x x − − x x 1 1 + + ω ω 2_y 2_x φ φ x x − − x x 2 2 = φ φ 1_2 1_2 −_1 −_1 d d 2_x 2_y φ φ x x − − x x 1 1 + + d d 2_x 2_y φ φ x x − − x x 2 2 = d 2_y d 2_x,t_a_n_ _α α_ _p p_ _= =_ _d d_ _d d_ _x x_ _y y_ _= =_ _ω ω_ _ω ω_ _1_x 1_x_ _1_y 1_y_ _φ φ_ _φ φ_ _x x_ _x x_ _− −_ _− −_ _x x_ _x x_ _1 1_ _1 1_ _+ +_ _+ +_ _ω ω_ _ω ω_ _2_y 2_y_ _2_x 2_x_ _φ φ_ _φ φ_ _x x_ _x x_ _− −_ _− −_ _x x_ _x x_ _2 2_ _2 2_ _= =_ _φ φ_ _φ φ_ _1_2 1_2_ _1_2 1_2_ _−_1 −_1_ _−_1 −_1_ _d d_ _d d_ _2_x 2_x_ _2_y 2_y_ _φ φ_ _φ φ_ _x x_ _x x_ _− −_ _− −_ _x x_ _x x_ _1 1_ _1 1_ _+ +_ _+ +_ _d d_ _d d_ _2_x 2_x_ _2_y 2_y_ _φ φ_ _φ φ_ _x x_ _x x_ _− −_ _− −_ _x x_ _x x_ _2 2_ _2 2_ _= =_ _d d_ _2_y 2_y_ _d d_ _2_x,t_a_n_ _α_ _p α_ _p_ _= p_ _=_ _d =_ _d_ _d d_ _d_ _x d_ _x_ _y x_ _y_ _= y_ _=_ _ω =_ _ω_ _ω ω_ _ω_ _1_x ω_ _1_x_ _1_y 1_x_ _1_y_ _φ 1_y_ _φ_ _φ φ_ _φ_ _x φ_ _x_ _x x_ _x_ _− x_ _−_ _− −_ _−_ _x −_ _x_ _x x_ _x_ _1 x_ _1_ _1 1_ _1_ _+ 1_ _+_ _+ +_ _+_ _ω +_ _ω_ _ω ω_ _ω_ _2_y ω_ _2_y_ _2_x 2_y_ _2_x_ _φ 2_x_ _φ_ _φ φ_ _φ_ _x φ_ _x_ _x x_ _x_ _− x_ _−_ _− −_ _−_ _x −_ _x_ _x x_ _x_ _2 x_ _2_ _2 2_ _2_ _= 2_ _=_ _φ =_ _φ_ _φ φ_ _φ_ _1_2 φ_ _1_2_ _1_2 1_2_ _1_2_ _−_1 1_2_ _−_1_ _−_1 −_1_ _−_1_ _d −_1_ _d_ _d d_ _d_ _2_x d_ _2_x_ _2_y 2_x_ _2_y_ _φ 2_y_ _φ_ _φ φ_ _φ_ _x φ_ _x_ _x x_ _x_ _− x_ _−_ _− −_ _−_ _x −_ _x_ _x x_ _x_ _1 x_ _1_ _1 1_ _1_ _+ 1_ _+_ _+ +_ _+_ _d +_ _d_ _d d_ _d_ _2_x d_ _2_x_ _2_y 2_x_ _2_y_ _φ 2_y_ _φ_ _φ φ_ _φ_ _x φ_ _x_ _x x_ _x_ _− x_ _−_ _− −_ _−_ _x −_ _x_ _x x_ _x_ _2 x_ _2_ _2 2_ _2_ _= 2_ _=_ _d =_ _d_ _2_y d_ _2_y_ _d 2_y_ _d_ _2_x,0,0,,
tan α p = d d x y,own_claim,t_a_n α p = d d x y,t_a_n_ _α α_ _p p_ _= =_ _d d_ _d d_ _x x_ _y,t_a_n_ _α_ _p α_ _p_ _= p_ _=_ _d =_ _d_ _d d_ _d_ _x d_ _x_ _y,0,0,,
The case described above is quite common in practice,own_claim,c_a_s_e d_e_s_c_r_i_b_e_d c_o_m_m_o_n p_r_a_c_t_i_c_e,c_a_s_e_ _d_e_s_c_r_i_b_e_d d_e_s_c_r_i_b_e_d_ _c_o_m_m_o_n c_o_m_m_o_n_ _p_r_a_c_t_i_c_e,c_a_s_e_ _d_e_s_c_r_i_b_e_d_ _c_o_m_m_o_n d_e_s_c_r_i_b_e_d_ _c_o_m_m_o_n_ _p_r_a_c_t_i_c_e,0,0,,
"animating shoulder, elbow, knee, hip-bone, neck",data,a_n_i_m_a_t_i_n_g s_h_o_u_l_d_e_r e_l_b_o_w k_n_e_e h_i_p b_o_n_e n_e_c_k,a_n_i_m_a_t_i_n_g_ _s_h_o_u_l_d_e_r s_h_o_u_l_d_e_r_ _e_l_b_o_w e_l_b_o_w_ _k_n_e_e k_n_e_e_ _h_i_p h_i_p_ _b_o_n_e b_o_n_e_ _n_e_c_k,a_n_i_m_a_t_i_n_g_ _s_h_o_u_l_d_e_r_ _e_l_b_o_w s_h_o_u_l_d_e_r_ _e_l_b_o_w_ _k_n_e_e e_l_b_o_w_ _k_n_e_e_ _h_i_p k_n_e_e_ _h_i_p_ _b_o_n_e h_i_p_ _b_o_n_e_ _n_e_c_k,0,0,,
All these parts would rotate from the rest pose with some angle to other poses,own_claim,p_a_r_t_s r_o_t_a_t_e r_e_s_t p_o_s_e a_n_g_l_e p_o_s_e_s,p_a_r_t_s_ _r_o_t_a_t_e r_o_t_a_t_e_ _r_e_s_t r_e_s_t_ _p_o_s_e p_o_s_e_ _a_n_g_l_e a_n_g_l_e_ _p_o_s_e_s,p_a_r_t_s_ _r_o_t_a_t_e_ _r_e_s_t r_o_t_a_t_e_ _r_e_s_t_ _p_o_s_e r_e_s_t_ _p_o_s_e_ _a_n_g_l_e p_o_s_e_ _a_n_g_l_e_ _p_o_s_e_s,0,0,would,
a unified framework in which no explicit inverse operation is necessitated,own_claim,u_n_i_f_i_e_d f_r_a_m_e_w_o_r_k e_x_p_l_i_c_i_t i_n_v_e_r_s_e o_p_e_r_a_t_i_o_n n_e_c_e_s_s_i_t_a_t_e_d,u_n_i_f_i_e_d_ _f_r_a_m_e_w_o_r_k f_r_a_m_e_w_o_r_k_ _e_x_p_l_i_c_i_t e_x_p_l_i_c_i_t_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n o_p_e_r_a_t_i_o_n_ _n_e_c_e_s_s_i_t_a_t_e_d,u_n_i_f_i_e_d_ _f_r_a_m_e_w_o_r_k_ _e_x_p_l_i_c_i_t f_r_a_m_e_w_o_r_k_ _e_x_p_l_i_c_i_t_ _i_n_v_e_r_s_e e_x_p_l_i_c_i_t_ _i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n i_n_v_e_r_s_e_ _o_p_e_r_a_t_i_o_n_ _n_e_c_e_s_s_i_t_a_t_e_d,0,1,,
a basic skinning method supported by animation packages,data,b_a_s_i_c s_k_i_n_n_i_n_g m_e_t_h_o_d s_u_p_p_o_r_t_e_d a_n_i_m_a_t_i_o_n p_a_c_k_a_g_e_s,b_a_s_i_c_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _m_e_t_h_o_d m_e_t_h_o_d_ _s_u_p_p_o_r_t_e_d s_u_p_p_o_r_t_e_d_ _a_n_i_m_a_t_i_o_n a_n_i_m_a_t_i_o_n_ _p_a_c_k_a_g_e_s,b_a_s_i_c_ _s_k_i_n_n_i_n_g_ _m_e_t_h_o_d s_k_i_n_n_i_n_g_ _m_e_t_h_o_d_ _s_u_p_p_o_r_t_e_d m_e_t_h_o_d_ _s_u_p_p_o_r_t_e_d_ _a_n_i_m_a_t_i_o_n s_u_p_p_o_r_t_e_d_ _a_n_i_m_a_t_i_o_n_ _p_a_c_k_a_g_e_s,0,0,,
v i t = v i + d i = SKINNING i (v r ) + d i,own_claim,v t = v + d = s_k_i_n_n_i_n_g v r + d,v_ _t t_ _= =_ _v v_ _+ +_ _d d_ _= =_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _v v_ _r r_ _+ +_ _d,v_ _t_ _= t_ _=_ _v =_ _v_ _+ v_ _+_ _d +_ _d_ _= d_ _=_ _s_k_i_n_n_i_n_g =_ _s_k_i_n_n_i_n_g_ _v s_k_i_n_n_i_n_g_ _v_ _r v_ _r_ _+ r_ _+_ _d,0,0,,
we need to replace SSD with SKINNING in the inverse skinning algorithm as such for equation 4,own_claim,n_e_e_d r_e_p_l_a_c_e s_s_d s_k_i_n_n_i_n_g i_n_v_e_r_s_e s_k_i_n_n_i_n_g a_l_g_o_r_i_t_h_m e_q_u_a_t_i_o_n 4,n_e_e_d_ _r_e_p_l_a_c_e r_e_p_l_a_c_e_ _s_s_d s_s_d_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _a_l_g_o_r_i_t_h_m a_l_g_o_r_i_t_h_m_ _e_q_u_a_t_i_o_n e_q_u_a_t_i_o_n_ _4,n_e_e_d_ _r_e_p_l_a_c_e_ _s_s_d r_e_p_l_a_c_e_ _s_s_d_ _s_k_i_n_n_i_n_g s_s_d_ _s_k_i_n_n_i_n_g_ _i_n_v_e_r_s_e s_k_i_n_n_i_n_g_ _i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g i_n_v_e_r_s_e_ _s_k_i_n_n_i_n_g_ _a_l_g_o_r_i_t_h_m s_k_i_n_n_i_n_g_ _a_l_g_o_r_i_t_h_m_ _e_q_u_a_t_i_o_n a_l_g_o_r_i_t_h_m_ _e_q_u_a_t_i_o_n_ _4,0,0,,
